Designator,Mid X,Mid Y,Rotation,Layer
C1,161.0,-111.225,90.0,top
D1,129.328249,-86.828249,135.0,top
D2,104.828249,-111.328249,315.0,top
R1,129.451992,-110.548008,225.0,top
R2,105.0,-87.0,45.0,top
R_0201,179.055,-67.7,0.0,bottom
U1,164.975,-111.0,180.0,top
